,省份,城市,河流,流域,断面名称,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸盐指数,高锰酸盐类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
2024-08-13 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,26.0,8.095,-,7.213,-,0.853,-,0.03,-,0.1082,2.747,569.6,17.09,,,正常
2024-08-13 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,26.62,8.103,-,7.544,-,0.892,-,0.0315,-,0.1062,2.51,569.12,17.82,,,正常
2024-08-13 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.75,8.273,-,8.902,-,0.905,-,0.0315,-,0.1008,2.441,569.6,15.58,,,正常
2024-08-13 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.12,8.338,-,8.842,-,0.923,-,0.0322,-,0.0983,2.475,569.12,19.8,,,正常
2024-08-13 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.25,8.241,-,7.961,-,0.949,-,0.025,-,0.0906,2.597,580.32,17.89,,,正常
2024-08-14 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.88,7.998,-,6.718,-,1.193,-,0.0384,-,0.0924,2.855,598.88,15.3,,,正常
2024-08-14 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.932,-,6.593,-,0.83,-,0.0255,-,0.0845,2.977,592.96,14.77,,,正常
2024-08-14 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.0,7.938,-,7.07,-,0.965,-,0.025,-,0.0919,2.829,600.96,14.64,,,正常
2024-08-14 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-14 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,32.0,8.361,-,10.387,-,1.483,-,0.0464,-,0.0943,2.856,586.88,12.19,,,正常
2024-08-14 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.75,8.164,-,7.395,-,1.149,-,0.0338,-,0.0819,2.701,587.2,18.56,,,正常
2024-08-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-15 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-15 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-15 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-15 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.62,8.133,-,8.2,-,1.812,-,0.0538,-,0.108,2.896,548.16,11.96,,,正常
2024-08-15 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.38,8.025,-,6.989,-,1.626,-,0.0274,-,0.0781,2.799,569.44,11.01,,,正常
2024-08-16 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.5,7.882,-,6.364,-,1.626,-,0.0274,-,0.0781,2.799,587.36,12.0,,,正常
2024-08-16 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.0,7.814,-,6.277,-,1.39,-,0.0744,-,0.0881,2.905,589.28,18.85,,,正常
2024-08-16 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.25,7.888,-,6.513,-,1.369,-,0.0744,-,0.0895,2.981,592.0,15.88,,,正常
2024-08-16 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.5,8.062,-,7.872,-,1.465,-,0.0744,-,0.0919,2.969,598.08,24.66,,,正常
2024-08-16 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.0,8.211,-,8.575,-,1.512,-,0.0744,-,0.0749,2.959,593.12,15.21,,,正常
2024-08-16 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.5,8.106,-,7.321,-,1.188,-,0.0744,-,0.0808,2.838,590.24,23.18,,,正常
2024-08-17 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.966,-,6.725,-,1.169,-,0.0744,-,0.0788,3.032,594.72,19.91,,,正常
2024-08-17 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.25,7.94,-,6.954,-,1.374,-,0.0744,-,0.0797,2.916,568.32,18.73,,,正常
2024-08-17 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.75,7.92,-,7.04,-,1.411,-,0.0259,-,0.0848,3.049,566.4,15.37,,,正常
2024-08-17 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.5,8.184,-,9.098,-,1.711,-,0.0254,-,0.0935,3.065,560.48,15.43,,,正常
2024-08-17 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.38,8.186,-,8.1,-,1.787,-,0.0355,-,0.0868,2.944,551.68,17.67,,,正常
2024-08-17 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.62,8.028,-,7.219,-,1.571,-,0.0304,-,0.092,3.148,564.16,17.05,,,正常
2024-08-18 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.909,-,6.685,-,1.509,-,0.0264,-,0.082,3.148,572.48,13.86,,,正常
2024-08-18 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.62,7.941,-,6.949,-,1.395,-,0.0258,-,0.0917,2.994,574.88,15.2,,,正常
2024-08-18 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.75,7.927,-,7.065,-,1.462,-,0.025,-,0.0916,3.028,583.52,12.19,,,正常
2024-08-18 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.62,8.213,-,9.287,-,1.665,-,0.028,-,0.0911,2.804,582.56,11.12,,,正常
2024-08-18 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.5,8.269,-,9.348,-,1.514,-,0.0262,-,0.0838,2.94,590.4,11.15,,,正常
2024-08-18 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.25,8.075,-,7.336,-,1.335,-,0.0283,-,0.0841,2.941,600.96,12.1,,,正常
2024-08-19 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.12,7.877,-,6.486,-,1.457,-,0.0263,-,0.0842,2.982,598.72,12.14,,,正常
2024-08-19 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.75,7.856,-,6.32,-,1.151,-,0.0303,-,0.0891,2.997,596.96,10.9,,,正常
2024-08-19 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.38,7.881,-,6.853,-,1.499,-,0.0444,-,0.005,3.042,607.36,12.85,,,正常
2024-08-19 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.62,8.244,-,9.807,-,1.634,-,0.0414,-,0.0914,2.924,595.2,11.6,,,正常
2024-08-19 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.62,8.247,-,9.65,-,1.685,-,0.0375,-,0.0883,2.944,586.88,10.93,,,正常
2024-08-19 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.0,8.067,-,7.001,-,1.488,-,0.0339,-,0.0875,3.067,610.56,10.99,,,正常
2024-08-20 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.75,7.886,-,6.185,-,1.39,-,0.0364,-,0.0888,3.056,608.48,11.58,,,正常
2024-08-20 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.62,7.823,-,6.02,-,1.105,-,0.0277,-,0.0806,3.004,605.28,10.31,,,正常
2024-08-20 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.0,7.845,-,6.651,-,1.418,-,0.037,-,0.0866,2.906,613.92,11.98,,,正常
2024-08-20 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.25,8.175,-,10.432,-,1.488,-,0.0339,-,0.0851,2.785,603.52,10.11,,,正常
2024-08-20 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,32.0,8.203,-,10.152,-,1.462,-,0.0301,-,0.0769,3.003,602.24,9.1,,,正常
2024-08-20 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.88,8.048,-,7.236,-,1.403,-,0.025,-,0.0683,3.066,618.72,9.68,,,正常
2024-08-21 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,28.62,7.766,-,5.737,-,1.436,-,0.025,-,0.0591,3.102,645.44,6.55,,,正常
2024-08-21 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,27.75,7.567,-,4.381,-,1.216,-,0.025,-,0.0604,3.092,667.2,5.85,,,正常
2024-08-21 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,27.5,7.577,-,5.016,-,1.216,-,0.025,-,0.005,3.027,674.56,5.61,,,正常
2024-08-21 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅰ,31.12,7.87,-,10.075,-,1.216,-,0.025,-,0.005,3.027,663.04,5.85,,,正常
2024-08-21 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅰ,33.75,8.223,-,13.098,-,1.216,-,0.025,-,0.005,2.952,604.48,7.33,,,正常
2024-08-21 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.25,7.959,-,7.189,-,1.836,-,0.0428,-,0.0677,2.705,584.32,9.96,,,正常
2024-08-22 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.5,7.809,-,5.93,-,1.836,-,0.0428,-,0.005,2.632,589.76,9.08,,,正常
2024-08-22 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,28.88,7.774,-,5.784,-,1.836,-,0.0428,-,0.005,2.632,601.12,7.72,,,正常
2024-08-22 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.0,7.737,-,6.197,-,1.836,-,0.0428,-,0.005,2.869,613.6,7.53,,,正常
2024-08-22 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,32.75,7.898,-,9.775,-,1.901,-,0.025,-,0.0674,2.789,616.64,7.7,,,正常
2024-08-22 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-22 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-23 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.0,7.745,-,5.38,-,1.831,-,0.0304,-,0.0686,3.15,612.64,6.9,,,正常
2024-08-23 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.5,7.745,-,5.98,-,1.831,-,0.0304,-,0.0686,3.15,614.72,7.23,,,正常
2024-08-23 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-23 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-23 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.75,7.927,-,6.817,-,1.823,-,0.025,-,0.0637,3.214,600.96,9.25,,,正常
2024-08-24 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.88,7.768,-,5.564,-,1.608,-,0.025,-,0.0619,3.116,610.24,8.46,,,正常
2024-08-24 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.25,7.689,-,5.374,-,1.47,-,0.028,-,0.0555,3.09,618.08,7.28,,,正常
2024-08-24 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.62,7.703,-,5.957,-,1.564,-,0.0313,-,0.0617,3.286,620.32,7.51,,,正常
2024-08-24 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,33.0,8.012,-,9.8,-,1.758,-,0.0264,-,0.0604,3.23,615.2,6.88,,,正常
2024-08-24 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,34.0,8.083,-,10.107,-,1.605,-,0.025,-,0.0543,3.02,607.04,6.94,,,正常
2024-08-24 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.5,7.917,-,7.206,-,1.605,-,0.025,-,0.0543,3.02,609.6,7.04,,,正常
2024-08-25 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,30.12,7.683,-,4.764,-,1.641,-,0.025,-,0.0521,2.98,626.56,5.67,,,正常
2024-08-25 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,28.88,7.588,-,4.117,-,1.411,-,0.025,-,0.0502,3.032,643.36,5.68,,,正常
2024-08-25 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.75,7.641,-,5.605,-,1.551,-,0.025,-,0.056,3.092,650.08,5.73,,,正常
2024-08-25 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,33.75,8.113,-,10.143,-,1.737,-,0.0263,-,0.0606,3.173,612.32,7.05,,,正常
2024-08-25 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,33.5,8.091,-,9.697,-,1.732,-,0.025,-,0.0513,3.198,612.8,6.63,,,正常
2024-08-25 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.75,7.879,-,6.595,-,1.745,-,0.0318,-,0.0526,3.218,620.8,6.73,,,正常
2024-08-26 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,30.0,7.71,-,4.755,-,1.675,-,0.0299,-,0.0542,3.053,609.28,6.15,,,正常
2024-08-26 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.75,7.638,-,4.689,-,1.457,-,0.0321,-,0.0513,3.031,609.6,5.73,,,正常
2024-08-26 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,30.12,7.679,-,5.365,-,1.667,-,0.025,-,0.0625,3.326,618.08,6.23,,,正常
2024-08-26 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,33.25,7.996,-,9.533,-,1.911,-,0.0261,-,0.0611,3.089,609.28,6.35,,,正常
2024-08-26 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,34.25,8.062,-,9.902,-,1.768,-,0.025,-,0.0564,3.042,602.88,6.17,,,正常
2024-08-26 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.62,7.919,-,7.615,-,1.831,-,0.025,-,0.0556,3.128,608.8,5.98,,,正常
2024-08-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2024-08-27 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.62,7.623,-,4.236,-,1.475,-,0.0259,-,0.0558,3.034,614.72,4.57,,,正常
2024-08-27 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.88,7.607,-,4.619,-,1.589,-,0.0319,-,0.0622,3.046,620.8,5.4,,,正常
2024-08-27 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,33.25,8.056,-,9.965,-,1.794,-,0.025,-,0.0636,3.118,610.72,5.68,,,正常
2024-08-27 16:00:00,四川省,德阳市,绵远河,长江流域,八角,劣Ⅴ,39.0,7.302,-,1.975,-,1.167,-,0.0331,-,0.0988,3.09,620.64,5.12,,,正常
2024-08-27 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.75,7.9,-,7.633,-,1.846,-,0.025,-,0.0613,3.25,619.2,6.84,,,正常
2024-08-28 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,30.0,7.614,-,4.351,-,1.719,-,0.0298,-,0.0614,3.289,628.8,5.33,,,正常
2024-08-28 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.5,7.584,-,4.178,-,1.615,-,0.0304,-,0.0591,3.184,625.76,4.98,,,正常
2024-08-28 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.88,7.602,-,4.58,-,1.618,-,0.0343,-,0.0621,3.041,626.24,5.32,,,正常
2024-08-28 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,33.25,8.034,-,9.592,-,1.838,-,0.0264,-,0.0591,2.941,594.4,5.9,,,正常
2024-08-28 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,34.75,8.134,-,10.693,-,1.802,-,0.025,-,0.0523,2.696,581.44,9.4,,,正常
2024-08-28 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,32.25,7.966,-,7.473,-,1.859,-,0.025,-,0.0532,2.923,600.16,5.42,,,正常
2024-08-29 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,30.38,7.648,-,4.218,-,1.825,-,0.025,-,0.0571,3.205,620.32,4.78,,,正常
2024-08-29 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.62,7.614,-,4.049,-,1.621,-,0.0295,-,0.0561,3.116,617.12,4.84,,,正常
2024-08-29 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.5,7.58,-,4.055,-,1.737,-,0.0294,-,0.0565,2.818,607.68,5.67,,,正常
2024-08-29 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.25,7.99,-,8.81,-,1.968,-,0.0275,-,0.0605,2.767,599.84,6.27,,,正常
2024-08-29 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,32.75,8.125,-,8.895,-,1.955,-,0.0269,-,0.0558,2.582,578.24,12.52,,,正常
2024-08-29 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,31.0,7.99,-,6.851,-,1.851,-,0.025,-,0.0539,2.463,588.8,8.16,,,正常
2024-08-30 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.88,7.708,-,4.184,-,1.748,-,0.025,-,0.0478,2.373,597.76,5.82,,,正常
2024-08-30 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.38,7.633,-,4.171,-,1.654,-,0.025,-,0.0464,2.59,607.04,5.14,,,正常
2024-08-30 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.25,7.616,-,4.3,-,1.724,-,0.025,-,0.0619,2.88,615.68,5.79,,,正常
2024-08-30 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,30.25,8.002,-,9.31,-,1.958,-,0.025,-,0.0682,3.11,616.0,6.53,,,正常
2024-08-30 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,31.38,8.238,-,10.985,-,2.059,-,0.025,-,0.0625,2.916,602.08,6.16,,,正常
2024-08-30 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.75,7.94,-,7.295,-,1.973,-,0.025,-,0.054,3.003,613.12,5.67,,,正常
2024-08-31 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.25,7.689,-,4.777,-,1.872,-,0.025,-,0.0583,2.869,605.28,7.08,,,正常
2024-08-31 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.12,7.697,-,4.895,-,1.774,-,0.025,-,0.057,2.832,605.92,6.01,,,正常
2024-08-31 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,29.12,7.745,-,5.715,-,2.181,-,0.0526,-,0.1041,2.693,592.32,61.09,,,正常
2024-08-31 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.25,7.774,-,5.934,-,1.763,-,0.139,-,0.0696,2.383,589.76,13.18,,,正常
2024-08-31 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.25,7.902,-,6.737,-,1.895,-,0.0871,-,0.0564,2.354,586.72,10.59,,,正常
2024-08-31 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.62,7.845,-,5.669,-,1.711,-,0.0777,-,0.0595,2.331,593.76,10.4,,,正常
2024-09-01 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.0,7.753,-,5.35,-,1.665,-,0.0895,-,0.0581,2.431,600.8,8.99,,,正常
2024-09-01 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,28.75,7.732,-,5.281,-,1.587,-,0.0897,-,0.0603,2.393,603.68,9.06,,,正常
2024-09-01 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,28.75,7.741,-,5.911,-,1.807,-,0.0838,-,0.0807,2.719,604.48,12.56,,,正常
2024-09-01 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.5,7.991,-,7.661,-,2.046,-,0.0438,-,0.0761,2.51,601.76,12.8,,,正常
2024-09-01 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,31.62,8.15,-,8.107,-,2.378,-,0.0378,-,0.0744,2.568,600.48,14.9,,,正常
2024-09-01 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.88,7.999,-,6.758,-,2.212,-,0.0399,-,0.0848,2.571,588.0,24.11,,,正常
2024-09-02 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,27.75,7.772,-,6.372,-,2.406,-,0.0986,-,0.186,2.507,550.08,136.8,,,正常
2024-09-02 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,27.38,7.787,-,6.619,-,1.724,-,0.0439,-,0.0897,2.478,550.08,33.38,,,正常
2024-09-02 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,27.88,7.838,-,7.244,-,1.659,-,0.0671,-,0.1231,2.428,521.44,87.64,,,正常
2024-09-02 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,30.5,7.978,-,7.701,-,1.133,-,0.0497,-,0.0877,2.301,522.88,37.12,,,正常
2024-09-02 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.62,8.022,-,7.674,-,1.193,-,0.0634,-,0.0988,2.044,481.52,46.38,,,正常
2024-09-02 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.62,7.986,-,7.428,-,1.252,-,0.0534,-,0.0939,1.995,474.88,36.36,,,正常
2024-09-03 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,27.0,7.903,-,7.46,-,1.172,-,0.0596,-,0.1031,2.073,463.44,37.33,,,正常
2024-09-03 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.922,-,7.499,-,1.071,-,0.0623,-,0.0956,1.883,445.36,33.18,,,正常
2024-09-03 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,27.0,7.795,-,7.29,-,1.302,-,0.0733,-,0.0984,2.367,462.56,29.73,,,正常
2024-09-03 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.62,7.883,-,7.647,-,1.097,-,0.0593,-,0.096,2.066,457.6,33.09,,,正常
2024-09-03 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,29.5,8.122,-,7.739,-,0.946,-,0.0619,-,0.0937,1.934,480.08,44.08,,,正常
2024-09-03 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.75,8.053,-,7.281,-,0.972,-,0.0579,-,0.0905,2.167,514.4,34.95,,,正常
2024-09-04 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.75,7.942,-,7.621,-,0.887,-,0.0536,-,0.0892,1.901,486.4,33.24,,,正常
2024-09-04 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.25,7.866,-,7.711,-,0.939,-,0.0593,-,0.0947,1.941,452.8,34.5,,,正常
2024-09-04 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.822,-,7.759,-,1.055,-,0.0572,-,0.0979,1.834,422.64,36.43,,,正常
2024-09-04 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.38,7.844,-,7.831,-,1.141,-,0.0563,-,0.0957,1.798,414.48,36.96,,,正常
2024-09-04 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.5,7.898,-,7.759,-,1.092,-,0.0529,-,0.0957,2.038,426.64,38.47,,,正常
2024-09-04 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.88,7.817,-,7.489,-,1.045,-,0.0481,-,0.0863,2.125,453.36,31.04,,,正常
2024-09-05 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.75,7.836,-,7.01,-,0.988,-,0.05,-,0.0808,1.98,457.28,28.87,,,正常
2024-09-05 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.25,7.827,-,7.135,-,0.908,-,0.0498,-,0.0807,1.941,454.32,29.61,,,正常
2024-09-05 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.87,-,7.271,-,1.027,-,0.045,-,0.0797,1.953,457.92,30.21,,,正常
2024-09-05 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.25,8.016,-,7.916,-,0.913,-,0.0468,-,0.0822,1.864,459.52,33.6,,,正常
2024-09-05 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.88,8.044,-,8.115,-,0.941,-,0.0386,-,0.076,2.11,486.56,25.42,,,正常
2024-09-05 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.25,7.994,-,7.378,-,1.014,-,0.035,-,0.0789,2.356,500.96,25.02,,,正常
2024-09-06 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.5,8.025,-,7.464,-,0.9,-,0.0481,-,0.0802,2.045,507.44,29.68,,,正常
2024-09-06 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.88,7.934,-,6.933,-,0.721,-,0.0351,-,0.0661,2.252,525.76,19.43,,,正常
2024-09-06 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.38,8.012,-,7.54,-,0.812,-,0.0435,-,0.0797,2.223,513.12,30.64,,,正常
2024-09-06 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.25,8.07,-,7.985,-,0.845,-,0.0399,-,0.0746,2.2,517.44,23.39,,,正常
2024-09-06 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.5,8.155,-,8.3,-,0.946,-,0.0367,-,0.0738,2.277,520.64,22.36,,,正常
2024-09-06 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.25,8.092,-,7.929,-,0.998,-,0.0381,-,0.0771,2.361,531.04,27.52,,,正常
2024-09-07 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.62,7.872,-,6.984,-,0.941,-,0.0425,-,0.0873,2.837,568.16,23.8,,,正常
2024-09-07 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.5,7.811,-,6.671,-,0.796,-,0.0519,-,0.0868,2.985,599.04,20.78,,,正常
2024-09-07 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.38,7.805,-,6.525,-,0.848,-,0.073,-,0.0898,3.093,597.28,25.3,,,正常
2024-09-07 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,29.5,7.915,-,7.711,-,0.876,-,0.0568,-,0.1021,2.912,590.88,35.97,,,正常
2024-09-07 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.75,8.072,-,7.866,-,0.845,-,0.0531,-,0.0908,2.34,548.8,40.22,,,正常
2024-09-07 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.88,8.069,-,7.541,-,0.882,-,0.0442,-,0.0815,2.416,550.4,31.29,,,正常
2024-09-08 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.75,7.955,-,7.327,-,1.037,-,0.0432,-,0.0805,2.313,532.96,32.74,,,正常
